organization_id,source_event_name,source_entity_type,source_entity_id,research_requirement,knowledge_gap,evidence_label,source_status,source_confidence_tier,source_verification_state,status,created_by_account_id,created_by_role,metadata
{{PPBF_ORG_ID}},research_program_seed.parameter_undefined,evidence_claim,A1-055,Derive a defensible value for: Youth practice design. Currently TBD — no invented number may be used.,Heterogeneous outcomes; risk-of-bias assessment reported but effect sizes not pooled into a single estimate.,VERIFIED EVIDENCE,seeded_from_research_program,LIMITED,partially_verified,open,{{SEED_ACCOUNT_ID}},platform_owner,"{""gap_type"": ""parameter_undefined"", ""capability_key"": ""motor_learning_practice_design"", ""track"": ""A1"", ""topic"": ""Youth practice design"", ""claim"": ""Scaling equipment and play area to children improves aspects of motor skill acquisition and is preferred by children, based on 25 studies with 989 participants."", ""boxing_specificity"": ""transferred"", ""authority_tier"": 2, ""evidence_tier"": ""EMERGING"", ""tbd_flag"": ""yes"", ""seeded"": ""2026-08-07""}"
{{PPBF_ORG_ID}},research_program_seed.parameter_undefined,evidence_claim,A1-056,Derive a defensible value for: Mental fatigue and skill. Currently TBD — no invented number may be used.,"Laboratory mental-fatigue induction protocols (e.g. Stroop tasks) may not represent the cognitive load of a competitive boxing week (school, weight management, travel).",VERIFIED EVIDENCE,seeded_from_research_program,LIMITED,partially_verified,open,{{SEED_ACCOUNT_ID}},platform_owner,"{""gap_type"": ""parameter_undefined"", ""capability_key"": ""motor_learning_practice_design"", ""track"": ""A1"", ""topic"": ""Mental fatigue and skill"", ""claim"": ""Mental fatigue degrades sport-specific technical performance, established by meta-analysis in soccer, with a separate meta-analysis of counteractive interventions."", ""boxing_specificity"": ""transferred"", ""authority_tier"": 2, ""evidence_tier"": ""EMERGING"", ""tbd_flag"": ""yes"", ""seeded"": ""2026-08-07""}"
{{PPBF_ORG_ID}},research_program_seed.evidence_absent,evidence_claim,A1-059,Establish evidence for: Sleep and skill acquisition in youth. No adequate source located in the indexed literature.,"Small, heterogeneous child literature; risk-of-bias concerns.",INSUFFICIENT EVIDENCE,seeded_from_research_program,INSUFFICIENT,unverified,open,{{SEED_ACCOUNT_ID}},platform_owner,"{""gap_type"": ""evidence_absent"", ""capability_key"": ""motor_learning_practice_design"", ""track"": ""A1"", ""topic"": ""Sleep and skill acquisition in youth"", ""claim"": ""The influence of sleep on motor skill acquisition in children remains controversial; a systematic review found the evidence unsettled."", ""boxing_specificity"": ""transferred"", ""authority_tier"": 2, ""evidence_tier"": ""RESEARCH_NEEDED"", ""tbd_flag"": ""no"", ""seeded"": ""2026-08-07""}"
{{PPBF_ORG_ID}},research_program_seed.evidence_absent,evidence_claim,A1-069,Establish evidence for: Boxing skill acquisition evidence gap. No adequate source located in the indexed literature.,"Absence of evidence in this search is not proof of absence; non-English, thesis and federation-internal literature was not exhaustively covered, and OpenAlex querying was truncated mid-session by an API quota limit.",INSUFFICIENT EVIDENCE,seeded_from_research_program,INSUFFICIENT,unverified,open,{{SEED_ACCOUNT_ID}},platform_owner,"{""gap_type"": ""evidence_absent"", ""capability_key"": ""motor_learning_practice_design"", ""track"": ""A1"", ""topic"": ""Boxing skill acquisition evidence gap"", ""claim"": ""No randomised controlled trial of a boxing skill-acquisition instructional method (cue type, practice schedule or feedback schedule) with a delayed retention and transfer test was located in this search."", ""boxing_specificity"": ""boxing_specific"", ""authority_tier"": 3, ""evidence_tier"": ""RESEARCH_NEEDED"", ""tbd_flag"": ""no"", ""seeded"": ""2026-08-07""}"
{{PPBF_ORG_ID}},research_program_seed.evidence_absent,evidence_claim,A1-070,Establish evidence for: Coach cue wording evidence. No adequate source located in the indexed literature.,"Cue wording is plausibly athlete-specific and coach-specific, which may make wording-level validation intrinsically low-yield compared with class-level validation.",INSUFFICIENT EVIDENCE,seeded_from_research_program,INSUFFICIENT,unverified,open,{{SEED_ACCOUNT_ID}},platform_owner,"{""gap_type"": ""evidence_absent"", ""capability_key"": ""motor_learning_practice_design"", ""track"": ""A1"", ""topic"": ""Coach cue wording evidence"", ""claim"": ""No evidence base was located that validates individual cue WORDINGS. Evidence attaches to cue CLASSES (external focus, analogy, instruction quantity, autonomy-supportive vs controlling language), not to specific phrases."", ""boxing_specificity"": ""transferred"", ""authority_tier"": 5, ""evidence_tier"": ""RESEARCH_NEEDED"", ""tbd_flag"": ""no"", ""seeded"": ""2026-08-07""}"
{{PPBF_ORG_ID}},research_program_seed.evidence_conflicted,evidence_claim,A2-004,Resolve conflicting evidence on: contested claim: 'power comes from the legs'. Sources disagree; PPBF must not present this as settled.,"Correlational: strength-punch associations are not causal. Absolute forces are device-specific. The colloquial percentage claim is a coaching heuristic, not a measured quantity",CONTESTED PRACTICE,seeded_from_research_program,CONFLICTED,partially_verified,open,{{SEED_ACCOUNT_ID}},platform_owner,"{""gap_type"": ""evidence_conflicted"", ""capability_key"": ""technical_curriculum"", ""track"": ""A2"", ""topic"": ""contested claim: 'power comes from the legs'"", ""claim"": ""The specific quantified coaching claim that a stated percentage of punch power 'comes from the legs' is not supported by a single verifiable boxing biomechanics estimate. Lower-limb kinetics do measurably contribute (dual force-plate GRF and RFD covary with punch output) and lower-body strength/power correlate with punch impact force, but no validated partition of punch force into leg/trunk/arm percentages exists in the boxing literature retrieved."", ""boxing_specificity"": ""boxing_specific"", ""authority_tier"": 4, ""evidence_tier"": ""EXPERIMENTAL"", ""tbd_flag"": ""NO"", ""seeded"": ""2026-08-07""}"
{{PPBF_ORG_ID}},research_program_seed.parameter_undefined,evidence_claim,A2-007,Derive a defensible value for: expert-novice punch force discrimination. Currently TBD — no invented number may be used.,Small groups; single custom device from 2000; cross-sectional so cannot show that training a novice to a given force produces elite performance; correlation with competitive success not tested,VERIFIED EVIDENCE,seeded_from_research_program,LIMITED,partially_verified,open,{{SEED_ACCOUNT_ID}},platform_owner,"{""gap_type"": ""parameter_undefined"", ""capability_key"": ""technical_curriculum"", ""track"": ""A2"", ""topic"": ""expert-novice punch force discrimination"", ""claim"": ""A boxing dynamometer discriminated maximal rear-hand straight punch force by skill level: elite 4800 +/- 227 N, intermediate 3722 +/- 133 N, novice 2381 +/- 116 N."", ""boxing_specificity"": ""boxing_specific"", ""authority_tier"": 3, ""evidence_tier"": ""EMERGING"", ""tbd_flag"": ""TBD"", ""seeded"": ""2026-08-07""}"
{{PPBF_ORG_ID}},research_program_seed.parameter_undefined,evidence_claim,A2-022,Derive a defensible value for: low-cost IMU reliability. Currently TBD — no invented number may be used.,Low sampling frequency acknowledged by authors; moderate not excellent reliability,VERIFIED EVIDENCE,seeded_from_research_program,LIMITED,partially_verified,open,{{SEED_ACCOUNT_ID}},platform_owner,"{""gap_type"": ""parameter_undefined"", ""capability_key"": ""technical_curriculum"", ""track"": ""A2"", ""topic"": ""low-cost IMU reliability"", ""claim"": ""A low-cost accelerometer/smartphone system for punch and kick velocity showed only moderate reliability (ICC(3,1) 0.746-0.786; SEM 0.488-0.921 m/s), comparable to commercial systems."", ""boxing_specificity"": ""partly_boxing_specific"", ""authority_tier"": 3, ""evidence_tier"": ""EMERGING"", ""tbd_flag"": ""TBD"", ""seeded"": ""2026-08-07""}"
{{PPBF_ORG_ID}},research_program_seed.parameter_undefined,evidence_claim,A2-025,Derive a defensible value for: observational rubric inter-rater reliability is achievable but not automatic. Currently TBD — no invented number may be used.,Neither instrument is a boxing instrument. Transfer of the reliability figures to boxing rubrics is NOT justified; only the METHOD transfers,VERIFIED EVIDENCE,seeded_from_research_program,LIMITED,partially_verified,open,{{SEED_ACCOUNT_ID}},platform_owner,"{""gap_type"": ""parameter_undefined"", ""capability_key"": ""technical_curriculum"", ""track"": ""A2"", ""topic"": ""observational rubric inter-rater reliability is achievable but not automatic"", ""claim"": ""Observational movement-rating instruments reach usable inter-rater reliability only with defined criteria and rater training: an FMS-style tool scored by generalist primary-school teachers achieved good inter-rater reliability by ICC for overall movement competence, whereas the Functional Movement Screen scored by 20 qualified physiotherapists acting as untrained raters was studied precisely because untrained-rater agreement is a known problem."", ""boxing_specificity"": ""transferred"", ""authority_tier"": 3, ""evidence_tier"": ""EMERGING"", ""tbd_flag"": ""TBD"", ""seeded"": ""2026-08-07""}"
{{PPBF_ORG_ID}},research_program_seed.parameter_undefined,evidence_claim,A2-030,Derive a defensible value for: adaptive/para assessment gap. Currently TBD — no invented number may be used.,Not boxing; not a technical-skill assessment review,VERIFIED EVIDENCE,seeded_from_research_program,LIMITED,partially_verified,open,{{SEED_ACCOUNT_ID}},platform_owner,"{""gap_type"": ""parameter_undefined"", ""capability_key"": ""technical_curriculum"", ""track"": ""A2"", ""topic"": ""adaptive/para assessment gap"", ""claim"": ""A systematic review of impairment and activity-limitation measures for evidence-based classification in para sport concluded that measures with the necessary measurement properties are lacking, presenting significant challenges to building an evidence-based system."", ""boxing_specificity"": ""transferred"", ""authority_tier"": 2, ""evidence_tier"": ""EMERGING"", ""tbd_flag"": ""TBD"", ""seeded"": ""2026-08-07""}"
{{PPBF_ORG_ID}},research_program_seed.hypothesis_untested,evidence_claim,A2-035,"Test the hypothesis: differential learning. Currently reasoning, not evidence.",Authors explicitly flag controversy; small heterogeneous literature; risk of small-study and publication bias; no boxing trial identified,HYPOTHESIS REQUIRING TESTING,seeded_from_research_program,LIMITED,partially_verified,open,{{SEED_ACCOUNT_ID}},platform_owner,"{""gap_type"": ""hypothesis_untested"", ""capability_key"": ""technical_curriculum"", ""track"": ""A2"", ""topic"": ""differential learning"", ""claim"": ""An exploratory meta-analytic review of differential learning found it compared favourably with other motor learning methods in acquisition and retention, but the authors themselves note controversy surrounding the theory and describe the review as exploratory."", ""boxing_specificity"": ""transferred"", ""authority_tier"": 2, ""evidence_tier"": ""EXPERIMENTAL"", ""tbd_flag"": ""NO"", ""seeded"": ""2026-08-07""}"
{{PPBF_ORG_ID}},research_program_seed.evidence_conflicted,evidence_claim,A2-038,Resolve conflicting evidence on: external focus - CONTESTED by publication-bias reanalysis. Sources disagree; PPBF must not present this as settled.,"A reanalysis, not new primary data; bias-adjusted models involve modelling assumptions of their own",CONTESTED PRACTICE,seeded_from_research_program,CONFLICTED,partially_verified,open,{{SEED_ACCOUNT_ID}},platform_owner,"{""gap_type"": ""evidence_conflicted"", ""capability_key"": ""technical_curriculum"", ""track"": ""A2"", ""topic"": ""external focus - CONTESTED by publication-bias reanalysis"", ""claim"": ""A robust Bayesian reanalysis of the external-focus literature, incorporating several plausible models of publication bias, found moderate to strong evidence of publication bias and concluded that the apparent external-focus superiority is substantially attributable to reporting bias."", ""boxing_specificity"": ""transferred"", ""authority_tier"": 2, ""evidence_tier"": ""EXPERIMENTAL"", ""tbd_flag"": ""NO"", ""seeded"": ""2026-08-07""}"
{{PPBF_ORG_ID}},research_program_seed.evidence_conflicted,evidence_claim,A2-041,Resolve conflicting evidence on: feedback frequency - boundary conditions. Sources disagree; PPBF must not present this as settled.,Different tasks; the exceptions do not overturn the guidance hypothesis but bound it,CONTESTED PRACTICE,seeded_from_research_program,CONFLICTED,partially_verified,open,{{SEED_ACCOUNT_ID}},platform_owner,"{""gap_type"": ""evidence_conflicted"", ""capability_key"": ""technical_curriculum"", ""track"": ""A2"", ""topic"": ""feedback frequency - boundary conditions"", ""claim"": ""The reduced-feedback principle has documented exceptions: augmented kinematic feedback in rifle shooting produced group differences only at delayed no-feedback retention tests rather than during acquisition, and separate work reports conditions under which continuous feedback benefits learning of a novel coordination pattern."", ""boxing_specificity"": ""transferred"", ""authority_tier"": 3, ""evidence_tier"": ""EXPERIMENTAL"", ""tbd_flag"": ""NO"", ""seeded"": ""2026-08-07""}"
{{PPBF_ORG_ID}},research_program_seed.evidence_conflicted,evidence_claim,A2-043,Resolve conflicting evidence on: self-controlled feedback - null/contested findings. Sources disagree; PPBF must not present this as settled.,Task-specific; does not negate the meta-analytic retention finding but bounds it,CONTESTED PRACTICE,seeded_from_research_program,CONFLICTED,partially_verified,open,{{SEED_ACCOUNT_ID}},platform_owner,"{""gap_type"": ""evidence_conflicted"", ""capability_key"": ""technical_curriculum"", ""track"": ""A2"", ""topic"": ""self-controlled feedback - null/contested findings"", ""claim"": ""Autonomy-support effects are not robust: a study of a golf putting task found autonomy support and reduced feedback frequency had trivial effects on learning and performance, and a preregistered manipulation found increased perceptions of autonomy through choice failed to enhance motor skill retention."", ""boxing_specificity"": ""transferred"", ""authority_tier"": 3, ""evidence_tier"": ""EXPERIMENTAL"", ""tbd_flag"": ""NO"", ""seeded"": ""2026-08-07""}"
{{PPBF_ORG_ID}},research_program_seed.parameter_undefined,evidence_claim,A2-069,Derive a defensible value for: pad vs bag training demands. Currently TBD — no invented number may be used.,"n=14; physiological outcomes only, not skill or learning outcomes",VERIFIED EVIDENCE,seeded_from_research_program,LIMITED,partially_verified,open,{{SEED_ACCOUNT_ID}},platform_owner,"{""gap_type"": ""parameter_undefined"", ""capability_key"": ""technical_curriculum"", ""track"": ""A2"", ""topic"": ""pad vs bag training demands"", ""claim"": ""Pad-based and bag-based boxing-specific training protocols elicit different physical responses in elite amateur boxers across heart rate, oxygen consumption, blood lactate and RPE during matched 3x3-minute protocols."", ""boxing_specificity"": ""boxing_specific"", ""authority_tier"": 3, ""evidence_tier"": ""EMERGING"", ""tbd_flag"": ""TBD"", ""seeded"": ""2026-08-07""}"
{{PPBF_ORG_ID}},research_program_seed.evidence_conflicted,evidence_claim,A2-075,Resolve conflicting evidence on: headguard policy is contested. Sources disagree; PPBF must not present this as settled.,Policy debate with governing-body and scientific positions not aligned; jurisdictional variation,CONTESTED PRACTICE,seeded_from_research_program,CONFLICTED,partially_verified,open,{{SEED_ACCOUNT_ID}},platform_owner,"{""gap_type"": ""evidence_conflicted"", ""capability_key"": ""technical_curriculum"", ""track"": ""A2"", ""topic"": ""headguard policy is contested"", ""claim"": ""The evidence base for the IBA/AIBA headguard ban is contested: a Current Opinion argues headguards are effective against cuts and lacerations and that there is insufficient evidence supporting headguard bans, while a systematic review of head trauma in boxing assessed headguard efficiency alongside concussion ratios."", ""boxing_specificity"": ""boxing_specific"", ""authority_tier"": 2, ""evidence_tier"": ""EXPERIMENTAL"", ""tbd_flag"": ""NO"", ""seeded"": ""2026-08-07""}"
{{PPBF_ORG_ID}},research_program_seed.evidence_absent,evidence_claim,A2-078,Establish evidence for: acute symptoms and sparring exposure. No adequate source located in the indexed literature.,n=7; exploratory; sensor limitations per A2-077,INSUFFICIENT EVIDENCE,seeded_from_research_program,INSUFFICIENT,unverified,open,{{SEED_ACCOUNT_ID}},platform_owner,"{""gap_type"": ""evidence_absent"", ""capability_key"": ""technical_curriculum"", ""track"": ""A2"", ""topic"": ""acute symptoms and sparring exposure"", ""claim"": ""The acute dose-response relationship between head impact exposure and concussion remains unresolved; an exploratory cohort in seven competitive boxers tracked SCAT5 symptom-scale changes before, immediately after and 48 h after sparring against instrumented-mouthguard impact data."", ""boxing_specificity"": ""boxing_specific"", ""authority_tier"": 3, ""evidence_tier"": ""RESEARCH_NEEDED"", ""tbd_flag"": ""TBD"", ""seeded"": ""2026-08-07""}"
{{PPBF_ORG_ID}},research_program_seed.parameter_undefined,evidence_claim,A2-085,Derive a defensible value for: agility development in youth. Currently TBD — no invented number may be used.,Scoping review; agility definitions vary widely across the included literature,VERIFIED EVIDENCE,seeded_from_research_program,LIMITED,partially_verified,open,{{SEED_ACCOUNT_ID}},platform_owner,"{""gap_type"": ""parameter_undefined"", ""capability_key"": ""technical_curriculum"", ""track"": ""A2"", ""topic"": ""agility development in youth"", ""claim"": ""The development and trainability of agility in youth is under-researched: a pre-registered systematic scoping review was undertaken specifically because the paediatric literature on agility development and trainability is sparse."", ""boxing_specificity"": ""transferred"", ""authority_tier"": 3, ""evidence_tier"": ""EMERGING"", ""tbd_flag"": ""TBD"", ""seeded"": ""2026-08-07""}"
{{PPBF_ORG_ID}},research_program_seed.parameter_undefined,evidence_claim,A2-087,Derive a defensible value for: USA Boxing competition structure. Currently TBD — no invented number may be used.,JURISDICTION-SPECIFIC. Rulebooks are revised; PPBF must verify against the current-year USA Boxing rulebook before encoding any threshold. Secondary web sources disagree in detail with the primary rulebook,VERIFIED EVIDENCE,seeded_from_research_program,LIMITED,partially_verified,open,{{SEED_ACCOUNT_ID}},platform_owner,"{""gap_type"": ""parameter_undefined"", ""capability_key"": ""technical_curriculum"", ""track"": ""A2"", ""topic"": ""USA Boxing competition structure"", ""claim"": ""USA Boxing structures amateur competition by age and experience: boxers aged 15-16 are Junior, 17-18 Youth, with Novice/Open classification by bout count (0-10 bouts Novice within a division), and requires that boxers adhere to the competition rules of the lower age division when divisions cross."", ""boxing_specificity"": ""boxing_specific"", ""authority_tier"": 1, ""evidence_tier"": ""PROVEN"", ""tbd_flag"": ""TBD"", ""seeded"": ""2026-08-07""}"
{{PPBF_ORG_ID}},research_program_seed.evidence_absent,evidence_claim,A2-089,Establish evidence for: boxing technical curriculum has no validated assessment instrument. No adequate source located in the indexed literature.,"Absence in this search is not proof of absence: non-indexed coaching-body assessment materials (USA Boxing coach certification, England Boxing awards) were not systematically retrieved and should be inventoried",INSUFFICIENT EVIDENCE,seeded_from_research_program,INSUFFICIENT,unverified,open,{{SEED_ACCOUNT_ID}},platform_owner,"{""gap_type"": ""evidence_absent"", ""capability_key"": ""technical_curriculum"", ""track"": ""A2"", ""topic"": ""boxing technical curriculum has no validated assessment instrument"", ""claim"": ""No published, reliability-tested, boxing-specific technical skill assessment rubric was identified in this search. The one retrieved boxing technical-acquisition intervention used a 'customized scoring system' with no reported reliability or validity, and the combat-sport test review found most sport-specific test studies were small and under-described."", ""boxing_specificity"": ""boxing_specific"", ""authority_tier"": 5, ""evidence_tier"": ""RESEARCH_NEEDED"", ""tbd_flag"": ""TBD"", ""seeded"": ""2026-08-07""}"
{{PPBF_ORG_ID}},research_program_seed.evidence_absent,evidence_claim,A2-090,Establish evidence for: no evidence base for prerequisite ordering. No adequate source located in the indexed literature.,Absence in this search; part-vs-whole practice literature exists in other domains but was not found applied to boxing technique sequencing,INSUFFICIENT EVIDENCE,seeded_from_research_program,INSUFFICIENT,unverified,open,{{SEED_ACCOUNT_ID}},platform_owner,"{""gap_type"": ""evidence_absent"", ""capability_key"": ""technical_curriculum"", ""track"": ""A2"", ""topic"": ""no evidence base for prerequisite ordering"", ""claim"": ""No study was identified that empirically tests whether stabilising one boxing skill before introducing another improves learning outcomes. All prerequisite relationships in the PPBF technical dependency graph are therefore biomechanically-reasoned or traditional, with the sole partial exception of hand/wrist integrity before power work (grounded in injury epidemiology)."", ""boxing_specificity"": ""boxing_specific"", ""authority_tier"": 5, ""evidence_tier"": ""RESEARCH_NEEDED"", ""tbd_flag"": ""TBD"", ""seeded"": ""2026-08-07""}"
