organization_id,transfer_id,drill_id,block_id,script_id,claim_kind,statement,named_structure,evidence_class,registry_claim_id,source_document,athlete_facing,public_facing
{{PPBF_ORG_ID}},txf_952b18aa6d6dfe,drl_9835dcfd1411c6,,,cognitive_demand,Audible rhythm and repeatable progress help athletes enter flow,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_1680163490fdc8,drl_b52cba6adc63d2,,,neuro_mechanism,"Visual tracking, anticipation, locomotor adjustment, and motor control",,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_16365f74e1a211,drl_b52cba6adc63d2,,,life_skill_transfer,Situational awareness — transfers as: Read cues early and respond accurately instead of impulsively,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_fb5c0347ada607,drl_b52cba6adc63d2,,,cognitive_demand,Game-like unpredictability raises fun and engagement,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_5966a42f3a1c92,drl_6e3fc8e205c0f1,,,neuro_mechanism,"Rate of force development, rapid motor-unit recruitment, and kinetic-chain sequencing",,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_cceac5a9827f27,drl_6e3fc8e205c0f1,,,life_skill_transfer,Confidence through competence — transfers as: Confidence comes from repeatable skill and disciplined effort,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_9b698ad9ae1782,drl_6e3fc8e205c0f1,,,cognitive_demand,"Athletes can feel punch power coming from the floor up, making progress visible",,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_5aaf200c157158,drl_2e5f90a1923406,,,neuro_mechanism,"Cognitive flexibility, divided attention, and inhibitory control",,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_71ea4d85029938,drl_2e5f90a1923406,,,life_skill_transfer,"Communication and accountability — transfers as: Listen well, respond accurately, and stay responsible to the task",,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_73f0c201b1b7b1,drl_2e5f90a1923406,,,cognitive_demand,"Live cues make training social, responsive, and accountable",,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_fac7f2e0895568,drl_372a21cbd4c204,,,neuro_mechanism,Coaching Step,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_094c241d034885,drl_372a21cbd4c204,,,life_skill_transfer,What Happens in Boxing — transfers as: Neurological / Learning Link,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_f7a969a7af4b49,drl_372a21cbd4c204,,,cognitive_demand,"The drill itself trains the body and brain. The coach is what makes that adaptation transfer outside boxing. Sport-based life-skill research consistently shows stronger transfer when coaches explicitly name the skill, cue it during practice, and debrief how to use it in school, work, and relationships",,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_420f5cac580d2e,drl_981e5b9210bd7c,,,neuro_mechanism,Directs attention and creates a clear learning objective,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_5a7c6e6f47c5eb,drl_981e5b9210bd7c,,,life_skill_transfer,Athletes know what success looks like beyond just “working hard.” — transfers as: 2. Cue the behavior,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_270432295fe361,drl_981e5b9210bd7c,,,cognitive_demand,"Coach states the target before the drill, e.g., “today we train emotional regulation.”",,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_4177623c0430ca,drl_eead4f60eeb7e8,,,neuro_mechanism,3. Debrief the rep,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_b1e1660f6bb252,drl_eead4f60eeb7e8,,,life_skill_transfer,Coach asks what the athlete noticed after the round. — transfers as: Reflection strengthens retention and helps connect action to outcome,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_eb4d955ae08504,drl_eead4f60eeb7e8,,,cognitive_demand,Athletes practice the skill while under task pressure,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_4edc6cc38d49f8,drl_b89523fc7f4835,,,neuro_mechanism,Builds generalization from sport context to daily life context,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_89876897ec586c,drl_b89523fc7f4835,,,life_skill_transfer,"Athletes see how boxing habits can support school, work, and relationships. — transfers as: Coach reminder: use one clear life-skill target per session. The goal is not to lecture; it is to make the drill, the cue, and the reflection point in the same direction",,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_00100312666b84,drl_b89523fc7f4835,,,cognitive_demand,Coach asks where the same skill can be used outside the gym,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_3f9c80f41682b5,drl_af231405dfe68a,,,neuro_mechanism,Boxing Engagement,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_148d3c9ddc74f0,drl_af231405dfe68a,,,life_skill_transfer,Neurological Connection — transfers as: Life Skill,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_1214e7a8d5b415,drl_af231405dfe68a,,,cognitive_demand,Drill,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_38d3d6228be326,drl_fa5709ef48a8d9,,,neuro_mechanism,Partner-based movement turns footwork into a live game of timing and spacing,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_c88aa0156127d8,drl_fa5709ef48a8d9,,,life_skill_transfer,"Visual attention, motor matching, spatial awareness, and reaction adjustment. — transfers as: Responsiveness",,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_73cb1999c4877c,drl_fa5709ef48a8d9,,,cognitive_demand,Mirror footwork,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_ba1ae639ddbf4d,drl_f1d7e5aa0e2393,,,neuro_mechanism,Clear targets and simple scoring increase focus and immediate feedback,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_d1fd9025b326da,drl_f1d7e5aa0e2393,,,life_skill_transfer,"Gaze fixation, hand-eye accuracy, error correction, and impulse control. — transfers as: Attention to detail",,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_b453ee7b24b225,drl_f1d7e5aa0e2393,,,cognitive_demand,Wall-target accuracy,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_fa25e1651862f8,drl_efe1fd165c32cc,,,neuro_mechanism,Short reset windows help athletes feel control returning between hard efforts,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_89b21c12d86951,drl_efe1fd165c32cc,,,life_skill_transfer,"Interoception, autonomic down-regulation, and attentional reset. — transfers as: Emotional regulation",,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_cbef6d4d015eca,drl_efe1fd165c32cc,,,cognitive_demand,Breath-reset intervals,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_5125821c585906,drl_c7aa529d55f403,,,neuro_mechanism,"Rules like “jab only,” “move after every combo,” or “body-shot round” keep practice tactical and fresh",,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_ddcbda1727fa17,drl_c7aa529d55f403,,,life_skill_transfer,"Cognitive flexibility, response inhibition, and task switching. — transfers as: Problem-solving",,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_b9fd87d76abba6,drl_c7aa529d55f403,,,cognitive_demand,Constraint technical rounds,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_11ce09226a561e,drl_72fd1b90190d4d,,,neuro_mechanism,"Light non-contact glove tags create fun, social accountability, and fast read-react moments",,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_ea34f37f424185,drl_72fd1b90190d4d,,,life_skill_transfer,"Peripheral awareness, stimulus-response speed, and movement inhibition. — transfers as: Respectful competitiveness",,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_3e9d291628ac71,drl_72fd1b90190d4d,,,cognitive_demand,Partner glove-tag reactions,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_7ee075458344c9,drl_ec49eb83be6ccd,,,neuro_mechanism,A low-pressure finish helps athletes process what they just learned,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_e4f8f0eeb999bf,drl_ec49eb83be6ccd,,,life_skill_transfer,"Memory consolidation, emotional settling, and self-monitoring. — transfers as: Self-awareness",,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_496e85698a550a,drl_ec49eb83be6ccd,,,cognitive_demand,Cool-down reflection walk,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_0bb5940bbb4bd6,drl_92bb9cd196bd7c,,,neuro_mechanism,Use one or two of these prompts at the end of a drill or round. Short debriefs are often enough to connect the practice task to the transferable skill,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_73348a553a6bd6,drl_92bb9cd196bd7c,,,life_skill_transfer,Life Skill — transfers as: Ask in the Gym,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_4b9a093fd69eab,drl_92bb9cd196bd7c,,,cognitive_demand,Debrief Questions by Life Skill,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_276957303a0cf6,drl_3a8b441dd7c9b8,,,neuro_mechanism,Where else do you need to recover quickly instead of quitting?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_903f9ba6dd8bda,drl_3a8b441dd7c9b8,,,life_skill_transfer,Self-control — transfers as: What helped you stay organized when you got tired?,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_968128c1287fc2,drl_3a8b441dd7c9b8,,,cognitive_demand,"When you missed rhythm, how did you restart?",,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_565819572b0ed5,drl_d7ed8be4396174,,,neuro_mechanism,Where in life could a small adjustment solve more than pushing harder?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_6e0dc012c7bccb,drl_d7ed8be4396174,,,life_skill_transfer,Decision-making under pressure — transfers as: Did you read the cue before you moved?,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_81d61e943a84ad,drl_d7ed8be4396174,,,cognitive_demand,What adjustment worked better than forcing the same answer?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_f771439917f21a,drl_32059a8788953c,,,neuro_mechanism,What challenge this week needs the same “stay calm and keep working” approach?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_5e2453fa37f43d,drl_32059a8788953c,,,life_skill_transfer,"Concentration — transfers as: What distracted you, and how did you refocus?",,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_7726c16fca3de1,drl_32059a8788953c,,,cognitive_demand,How did you keep your technique when the round got hard?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_9a82f43aca35ae,drl_bd6ff7b8ab54f8,,,neuro_mechanism,Where else can confidence come from preparation instead of emotion?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_2c8f78b65da184,drl_bd6ff7b8ab54f8,,,life_skill_transfer,Communication and accountability — transfers as: How well did you listen to the cue and respond clearly?,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_fed74ebde14cee,drl_bd6ff7b8ab54f8,,,cognitive_demand,"What did you do well because you practiced it, not because you guessed?",,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_6331f29671932f,drl_7752ac97568f9e,,,neuro_mechanism,Use short cues during drills and short debriefs after drills. Consistency matters more than long talks,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_5ac21f0287ceb9,drl_7752ac97568f9e,,,life_skill_transfer,"Progress challenge only when athletes can hold technique and emotional control at the current level. — transfers as: Recognize specific behaviors, not vague effort: e.g., “good reset,” “good patience,” “good listening,” “good balance after the pivot.”",,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_c68dcbbb1d3af9,drl_7752ac97568f9e,,,cognitive_demand,Keep one life-skill objective visible for the whole session. Do not try to teach every life skill every day,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_e08c6c32e3479e,drl_a280fd68e6c028,,,neuro_mechanism,"Neuromuscular training research: repeated technique-based training improves body control, agility, speed, and balance",,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_709a7d78ac2489,drl_a280fd68e6c028,,,life_skill_transfer,"Boxing vision and performance literature: attention, anticipation, reaction time, hand-eye coordination, inhibitory control, and visual tracking are central to boxing performance. — transfers as: Child boxing intervention research: structured boxing training has improved self-concept and spatial ability in children",,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_251ce0e7513dc5,drl_a280fd68e6c028,,,cognitive_demand,"Non-contact boxing and mental-health scoping review: boxing-based exercise has been associated with improved mood, concentration, confidence, self-esteem, and coordination",,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_833562743d9663,drl_4826947a915018,,,neuro_mechanism,"Use this at the top and bottom of practice so the boxing task, the neurological target, and the life-skill message stay aligned",,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_624370fb83a492,drl_4826947a915018,,,life_skill_transfer,Before Practice — transfers as: During Practice,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_a056102b238014,drl_4826947a915018,,,cognitive_demand,Quick Session Checklist,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_2cec1d0999df73,drl_50ca9b710370e0,,,neuro_mechanism,• Tell athletes exactly what “good” will look like,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_34213965a94403,drl_50ca9b710370e0,,,life_skill_transfer,"• Cue one behavior repeatedly, not ten behaviors once. — transfers as: • Praise specific moments: reset, balance, patience, listening",,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_7ac1ddb7023db8,drl_50ca9b710370e0,,,cognitive_demand,• Choose one primary drill that best teaches it,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_a0edad53d797ee,drl_38bd1a27efa093,,,neuro_mechanism,• Record one win and one next step,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_a7f7bcfa3b2cdc,drl_38bd1a27efa093,,,life_skill_transfer,"Program cue: keep the drill, the cue, and the reflection pointed at the same life skill. — transfers as: Additional Question Bank",,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_056d45435f4726,drl_38bd1a27efa093,,,cognitive_demand,• Assign one outside-boxing transfer prompt,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_b59a832b955e98,drl_e15fd089ca9b9f,,,neuro_mechanism,Which drill kept you the most locked in today?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_408d908dca483d,drl_e15fd089ca9b9f,,,life_skill_transfer,"Which drill felt frustrating, and what made it frustrating? — transfers as: When did training feel fun instead of forced?",,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_f7973df4dbad97,drl_e15fd089ca9b9f,,,cognitive_demand,Boxing engagement,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_9ad8b496c204b7,drl_f47a992cbc2ee2,,,neuro_mechanism,Which drill made you feel least confident?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_bd8542470c43ae,drl_f47a992cbc2ee2,,,life_skill_transfer,What part of training made you feel sharpest mentally? — transfers as: When did you feel distracted?,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_3271fe88262965,drl_f47a992cbc2ee2,,,cognitive_demand,Which drill made you feel confident?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_8bd8b46b66b69a,drl_99d560d72f29d1,,,neuro_mechanism,When were you reacting late?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_2d84216fabb14e,drl_99d560d72f29d1,,,life_skill_transfer,Did you anticipate the movement or just chase it? — transfers as: Which side of your body felt slower?,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_ae94591d64ef53,drl_99d560d72f29d1,,,cognitive_demand,When did your eyes pick up the cue early?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_aedb0e2706090b,drl_e793cf6dde48e3,,,neuro_mechanism,Where did you overreact instead of making a small adjustment?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_277482790040f1,drl_e793cf6dde48e3,,,life_skill_transfer,"Did your feet stay connected to the ground, or did you get jumpy? — transfers as: What changed in your timing from the first round to the last?",,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_15d781b8bf805a,drl_e793cf6dde48e3,,,cognitive_demand,What pattern became easier after repetition?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_73e3510085ba8f,drl_aa94b105598bf8,,,neuro_mechanism,What broke your concentration?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_7ad13046a23d43,drl_aa94b105598bf8,,,life_skill_transfer,"How fast did you recover your focus after a mistake? — transfers as: Did you stay present, or did you start thinking ahead too much?",,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_5bec4a364718cb,drl_aa94b105598bf8,,,cognitive_demand,"Did your focus stay on the target, your breathing, or the coach’s cue?",,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_c0c158470c8ce5,drl_1360c1382c9ffb,,,neuro_mechanism,Emotional control,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_20d3c6d8eb4f76,drl_1360c1382c9ffb,,,life_skill_transfer,When did you feel frustration rise? — transfers as: What did you do instead of letting frustration take over?,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
