organization_id,scale_id,drill_id,scale_level,is_starting_point,demand_description,constraint_applied,contact_level,coach_watch_point,authoring_state
{{PPBF_ORG_ID}},scl_8f236936fa796b,drl_0c72ef57315f70,A,False,Regress by using one type of disruption at a time.,,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,authored
{{PPBF_ORG_ID}},scl_87672c1b33c25a,drl_0c72ef57315f70,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_41f0a0e61f1405,drl_0c72ef57315f70,C,False,Progress by making the disorder less predictable.,,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",authored
{{PPBF_ORG_ID}},scl_0838013e1866bd,drl_9de5719225a39c,A,False,"Lay a taped line or footprint markers on the floor showing the target foot placement. Athlete walks toward it from one fixed direction only (straight ahead), steps onto the markers on the call, and holds while the coach checks the same foot line/knee/weight points against the visual guide. Removing the multi-directional entry and giving a visual target makes correct base immediately obvious and repeatable.",,none,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_5880950c070643,drl_9de5719225a39c,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,none,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_8588c795dd9469,drl_9de5719225a39c,C,False,"Drop the markers; coach calls out random entry directions (forward, backward, diagonal) mid-walk, and mixes in a decoy call name that should NOT trigger a stance, forcing the athlete to discriminate the real cue before committing. On the genuine call, the athlete must still land the identical base and hold it while the coach checks foot line, knee softness and weight distribution — the disruption is in recognizing and timing the cue, not in the base itself.",,none,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_e684390a3198c7,drl_0485b7a8023ef4,A,False,"Partner places both hands on the athlete's shoulders and holds contact, pushing from the front only, with the direction and timing called out loud (""pushing now"") before each push. Athlete starts in a pre-set, correct stance rather than moving into one, isolating the absorb-without-stepping response from any guessing about where force will come from.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_6e709eba768728,drl_0485b7a8023ef4,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_f458604aaf5041,drl_0485b7a8023ef4,C,False,"Push direction is no longer announced and can come from front, side, or rear in any order, so the athlete must read contact and reset base on the fly rather than anticipate it. Pushes now arrive while the athlete is mid-motion (shifting weight, throwing a light jab, or checking a pad) instead of from a static ready position, forcing the same no-step absorption decision under a live distraction. Contact stays slow and light-technical throughout — the added stress is uncertainty and timing, not force or speed.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_ddaa6d8317bf20,drl_c256be2f4f5fab,A,False,"Same taped line, but foot-strike spots are pre-marked with chalk dots either side of the tape at the exact target width/angle, and the turn call comes on a fixed, counted step (e.g., always the 4th step) so timing is never a variable. The athlete's only job is matching feet to the dots — geometry is shown, not searched for.",,none,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_6b66a21c9b1dcf,drl_c256be2f4f5fab,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,none,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_7d6fc212448ea7,drl_c256be2f4f5fab,C,False,"The line now has two unmarked bends in it, and the turn call is given by a partner at a random, uncalled step rather than a fixed count. The athlete must read which segment of the line they're currently walking to judge the correct lead-foot angle before straddling it — same base-geometry check, now under timing and orientation uncertainty instead of a predictable cue.",,none,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_56500a884e14e8,drl_43da0d1ce221fe,A,False,"Coach calls only one fixed direction (e.g. always ""step right"") from directly in front, at a slow, even pace, and pauses after each call so the athlete can check foot placement and weight distribution before the next one. This isolates the recovery-to-base action from any decision-making about which direction to go, so the athlete feels what ""base"" is supposed to look and feel like every single rep.",,none,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_e2634820cc9a9b,drl_43da0d1ce221fe,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,none,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_a20e17655694df,drl_43da0d1ce221fe,C,False,"Coach calls a direction, then — before the athlete has fully settled — calls a second, different or contradictory direction, forcing a recovery-to-base out of an already-unsettled position rather than from a clean stance. Vary the delay between calls (some instant, some held a beat longer) and occasionally call from an angle outside the athlete's front-on view, but still score only whether base is re-established each time, not how the step looked.",,none,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_f5c18dabca6b42,drl_e3a1b88c8d90a6,A,False,"Partner announces the nudge direction just before delivering it (""left... now"") and athlete starts from a static, squared stance instead of moving. This removes the anticipation problem so the athlete can isolate and groove the actual recovery step — replant back foot, re-square hips, no crossover — with zero guesswork about where the force is coming from.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_61822648cf75d3,drl_e3a1b88c8d90a6,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_dcc6bfe729d72c,drl_e3a1b88c8d90a6,C,False,"Nudges still stay light_technical, but now they arrive while the athlete is mid-combination on the mitts, and the partner mixes in occasional feints (a hand fake with no actual push) among the real nudges. The athlete must first decide ""was that real or a fake"" and only then execute the same non-crossing base recovery — adding a discrimination/decision load on top of the disruption, not just more force or speed, so the original recovery mechanics are still the thing being tested.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_d96a5799123dc9,drl_b761c27849920e,A,False,"Coach pre-picks one fixed setup (e.g., seated in a chair, back against the wall) instead of the athlete surveying options. The athlete's only job is to settle into that single position and say out loud what makes it stable (""feet flat, spine on the wall, hands free""). This isolates the *naming/defining* behaviour from the *searching-for-options* behaviour, so it's repeated cleanly every time.",,none,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_25f9345dda2d2a,drl_b761c27849920e,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,none,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_f0e97cb4b8844f,drl_b761c27849920e,C,False,"Mid-drill, the coach removes or shifts the support the athlete just defined as base (pulls the chair back, takes away the wall, moves them to an uneven mat) without warning. The athlete must re-declare, out loud, what their new most-stable position is before continuing — same defining behaviour, but now under a forced re-decision rather than a fresh choice. If the athlete freezes or defaults to guessing instead of re-assessing and stating a new base, the drill has failed regardless of how ""hard"" it looks.",,none,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_8d2de694288941,drl_7908566cc70d14,A,False,"Athlete reaches to a single fixed target (e.g., coach's palm held at chest height, same spot every rep) rather than varying heights/angles. This removes the decision of where to reach so the athlete can fully feel base width, weight distribution, and rear-foot pressure staying intact through the reach and return, before any target variability is introduced.",,none,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_225acb1f50ee7b,drl_7908566cc70d14,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,none,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_aac8f6dab52e3b,drl_7908566cc70d14,C,False,"Coach calls or points to targets at random heights/angles with no set pattern, and may delay the call after the athlete has already started loading toward a guessed spot, forcing a mid-reach redirect. This adds decision and disruption while the check stays identical: does the base survive the reach, or does the athlete's stance collapse/step to compensate.",,none,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_59807ab4def7d9,drl_105923e88c4fff,A,False,"Coach counts the tempo aloud at roughly half B's speed and calls a full stop at each end (""lead... hold... rear... hold""), so the athlete feels the weight fully settle over one leg before the next shift. Hands rest on hips to strip out arm/shoulder motion so only the hip-to-foot pressure change is being read and repeated.",,none,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_999865df17262b,drl_105923e88c4fff,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,none,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_308f6e423ef128,drl_105923e88c4fff,C,False,"Coach drops the steady count and calls ""shift"" on an irregular, unpredictable rhythm (long gaps, then two quick ones), forcing the athlete to read a live cue instead of anticipating a beat — same lead-to-rear transfer, no foot lift, but now decided in real time. A second layer (coach also calls random numbers the athlete must echo mid-shift) can be added to confirm the weight transfer stays clean even when attention is split, not just when it's the only job.",,none,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_8ebb4798f2469d,drl_8590c60fd782a8,A,False,"Athlete stays in a fixed, squared stance (no stepping, no lateral drift) and splits the motion into two counted beats: ""1"" for hip/rear-foot pivot, ""2"" for the hand rising to the shoulder. Coach or mirror checks that the hip finishes turning before the hand moves, so the sequencing order is impossible to blur.",,none,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_cac4dc851c874a,drl_8590c60fd782a8,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,none,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_8eee623e242415,drl_8590c60fd782a8,C,False,"Athlete keeps moving (shifting stance, changing angle, circling) and the coach calls ""transfer"" at random, unpredictable moments and from either side, forcing the athlete to decide mid-motion which rear hand/hip to load and fire. Hand still caps at the shoulder — the added stress is reaction timing and directional decision-making, not letting the strike complete.",,none,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_c7ca5b880a9cb5,drl_f98704fda3b068,A,False,"Remove the band; coach places a static hand at hip height and the athlete transfers weight into that fixed contact point, holding the end position 2s. This strips out variable resistance so the athlete can feel the correct stable end-range position with a predictable, non-shifting load — same transfer mechanics as B, zero tension variability to manage.",,none,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_b1a7feb0bbfe0d,drl_f98704fda3b068,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,none,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_90b7f8b20b9134,drl_f98704fda3b068,C,False,"Same band setup at hip height, but the coach randomly varies anchor tension (slack/taut) or calls a direction switch just as the athlete commits to the transfer, forcing a mid-transfer decision on which line to finish through. Athlete must still find and hold the stable 2s end position despite the unpredictable resistance — the decision demand is added, not speed or fatigue, and the hold requirement stays intact so the target behaviour is still checked.",,none,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_197adb36641892,drl_7e09f9990ea721,A,False,"Athlete starts with hands already resting near cheek height (not fully down) and stands facing a mirror or wall mark, so the ""call"" only asks for a small tightening into guard rather than a full drop-to-set transition. This removes the transition-distance and reaction-timing demand while keeping the exact same elbow/hand/shoulder checkpoints — the athlete feels the correct shape immediately and holds it for the coach's check.",,none,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_c8449f5de9f789,drl_7e09f9990ea721,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,none,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_32e05d683cf7d6,drl_7e09f9990ea721,C,False,"Same hands-down start, but the coach folds in a distractor immediately before or during the call — a clap, a number, a step-in feint, or calling ""guard"" while the athlete is mid-pivot in footwork — so the athlete must recognize the real cue and still produce the identical guard set (same elbow/hand/shoulder checkpoints) despite the disruption. No speed, power, or contact is added; the only new load is deciding correctly and resetting the shape under interference. If the guard checkpoints degrade or disappear under the distractor, drop back to B rather than adding more disruption.",,none,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_98356585573220,drl_d418eb017730d7,A,False,"Fatigue is induced through non-striking work only (shadow footwork, burpees, or bodyweight circuits) rather than combat-style bouts, so the athlete's attention isn't split between offense and guard. The coach calls ""check"" at unpredictable moments and the athlete freezes to show guard position — isolating the hand-height cue in a low-complexity picture before adding any striking/defensive decision-making.",,none,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_6f9e96c4372eec,drl_d418eb017730d7,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,none,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_37b0e2663fdd14,drl_d418eb017730d7,C,False,"Fatigue bouts now include a reactive decision layer: a partner intermittently throws single strikes or feeds a shove/collar-tie disruption, and the athlete must choose to slip, cover, or reset guard in real time rather than just holding a static position. Bouts are ordered unpredictably (short-long-short) and the coach adds a verbal distractor task (call numbers, react to a color) mid-bout — the same timestamp-of-first-hand-drop metric is still recorded, confirming the guard-retention lesson survives added decision load and disorder.",,none,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_99fe2f3fb37063,drl_01fa10cd503857,A,False,"Athlete stands in guard facing the mirror at arm's length, feet static, and simply rotates shoulder-to-chin into position from a neutral start, checking the mirror after each rotation instead of holding under any load. The picture is simplified to one isolated rotation with a stationary reference and immediate visual confirmation, removing any stance-adjustment or weight-transfer demand so the chin-behind-shoulder position is felt cleanly before anything else is added.",,none,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_96a504bfbd4041,drl_01fa10cd503857,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,none,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_252c40b6fbb977,drl_01fa10cd503857,C,False,"Athlete keeps the mirror but the coach calls ""left"" or ""right"" at random from behind, unseen, forcing a decision on which shoulder to rotate behind before checking the mirror for confirmation — removing the ""always know which side"" comfort of self-paced practice. Add a step or shuffle immediately before the call so the athlete must find the position while their base is still resettling, and occasionally angle the mirror or their stance slightly off-square so the external reference itself requires a small search rather than a fixed glance. The lesson stays intact only if the chin still lands behind the shoulder despite the delay and disorientation — if the athlete guesses a side and covers with the glove instead of rotating correctly, the drill has slipped into the wrong behaviour and should be pulled back a notch.",,none,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_cf746c28d25757,drl_f44b6b2f12ba97,A,False,"Partner holds a stationary target at one fixed distance and height; athlete extends the lead hand to the same contact point every rep and holds a visible beat in full guard before resetting. No footwork, no second-hand action, no varied targets — the only thing removed is uncertainty about where/when, so the athlete can feel the hand actually land back on the cheekbone before speed is added.",,none,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_b7ae390cf1ca61,drl_f44b6b2f12ba97,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,none,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_623153d7e90ff1,drl_f44b6b2f12ba97,C,False,"Partner now varies target height/position rep to rep and occasionally raises their own hand as a return-jab feint right as the athlete's hand is extended, forcing a decision on when to snap back rather than reacting to speed alone. Footwork angle changes are added so guard must be found from an off-center stance, not a straight line back. The behaviour being checked stays identical: if the athlete starts leaving the hand out to block the feint instead of returning to guard first, that's the wrong version and should be walked back.",,none,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_b2249587834f96,drl_b37c52526817b7,A,False,"Use one marker instead of two, set at a single fixed step-drag length, and the coach calls each ""step"" / ""drag"" out loud instead of the athlete pacing themselves. This removes the timing/distance judgment call and isolates the one thing being taught — keeping base width constant on the step and on the drag.",,none,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_e6b97940eedc59,drl_b37c52526817b7,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,none,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_8c26a6e01d4f09,drl_b37c52526817b7,C,False,"Same two markers, but the coach calls ""forward"" or ""back"" at random and out of rhythm, forcing the athlete to reverse direction mid-drag instead of following a pre-set pattern. Base width must still hold through the unplanned direction change — if the stance narrows or the feet cross to catch up, the drill has failed even though it ""looks"" harder.",,none,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_83dc67464d07af,drl_4347e2c1a20806,A,False,"Coach calls ""forward"" or ""back"" on a fixed, predictable rhythm (same order, evenly spaced) instead of irregular timing — athlete knows what's coming and can groove the step-drag mechanics (rear foot pushes, lead foot lands first, no crossing) with zero uncertainty. Once the pattern is clean and repeatable, irregular timing gets reintroduced to bridge into B.",,none,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_6708ad6a58fdf5,drl_4347e2c1a20806,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,none,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_1ffce82e966199,drl_4347e2c1a20806,C,False,"Coach adds a second, occasionally conflicting cue channel — a hand signal that contradicts the verbal call on some reps — so the athlete must resolve which cue to trust mid-decision before stepping. Direction calls also come from a position the athlete has to locate first (coach circling, calling from an angle rather than square in front), adding a perception delay on top of the choice. The step-drag itself (footwork mechanics, no crossing, weight staying centered) must still appear cleanly on every rep — if the added conflict causes the athlete to bail into a lunge, hop, or crossed-foot scramble instead of a step-drag, the difficulty has erased the lesson and needs to drop back to B.",,none,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_10fac58de56dd4,drl_d79b33ee316e09,A,False,"Tape a large square with a partner standing at one corner calling only ONE direction the whole set (""left"" repeated), so the athlete drills a single lateral step-slide without crossing feet, resetting to a neutral stance between calls. Once that side is clean, flip to the opposite single direction only — no mixed calls yet. This isolates the footwork pattern (push off trail foot, lead foot finds the floor first) before direction-switching is ever added.",,none,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_4aa63d343780c5,drl_d79b33ee316e09,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,none,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_ea92b725a9f0ea,drl_d79b33ee316e09,C,False,"Shrink the taped square by half and have the caller mix rapid, non-sequential direction calls (including immediate reversals and a false call that's cancelled mid-word) while the athlete holds hands-up guard and tracks a slow jab feed from the caller between calls. The athlete must still plant on the correct foot and never cross feet even when the call reverses instantly or the jab arrives during a transition — the lesson (clean lateral stepping, no crossed feet) has to survive the added decision load and disruption, not get replaced by scrambling.",,none,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_7ff487cf3743bd,drl_1d6e36f12d7c87,A,False,"Partner leads with a fixed, telegraphed lateral pattern — three steps one direction, pause, three steps back — at a pace the athlete can stay attached to every time. Athlete's success criterion is precise: stance width held, shoulders square to partner, no crossed feet. The reference is still moving and unscripted in *feel*, just stripped of randomness so the matching behaviour lands clean every rep.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_373558b35835f4,drl_1d6e36f12d7c87,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_bfff6650848af0,drl_1d6e36f12d7c87,C,False,"Partner now mixes direction reversals, false steps, and speed changes with no repeating pattern, while a third person calls out an occasional direction that may contradict the partner's actual movement, forcing the athlete to decide which reference to track before their feet move. No hands added — contact level stays light_technical — the disruption is informational and directional, not physical, so the lateral-matching behaviour is still the thing being tested, just under conflicting input.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_418f6f448a2264,drl_087353a71f3b4e,A,False,"One marker, placed directly ahead at a fixed close distance, and the coach points to it rather than calling a number — athlete pivots on the lead foot to square up, holds the finish position for a beat so the coach can check hip/foot alignment before the next cue. Removes the numeral-recall/audio-processing layer so the only job left is the pivot mechanic itself.",,none,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_1fc4f541a761e1,drl_087353a71f3b4e,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,none,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_96dd83f46a6de0,drl_087353a71f3b4e,C,False,"Four to six markers spread in a wider arc, including some behind the athlete's shoulder line, called in quick two-number sequences (e.g., ""3... 7"") so the athlete must pivot, resettle, and pivot again to a second target before fully recovering from the first — with an occasional false number called and cancelled to force a held stance rather than an early commit. The call still comes verbally and the response must still be a lead-foot pivot to square the marker; nothing here substitutes footwork or lets the athlete turn the whole body from the rear foot to save time.",,none,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_33caad0c4fb271,drl_c339eeabf109d4,A,False,"Partner stands at a fixed distance and closes only one predictable step (not a continuous walk), always on the same side, then stops. Athlete pivots off that single closing step and resets — removing the timing read of continuous approach so the pivot mechanics and exit angle are isolated and repeatable before the athlete has to judge *when* to go.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_3093ecbe60ed64,drl_c339eeabf109d4,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_53c1d3e703fccf,drl_c339eeabf109d4,C,False,"Partner closes at varying pace and from varying angles (sometimes squared, sometimes angled, occasionally feinting a stop-start), and after the athlete pivots out, immediately re-squares and closes the new line again — forcing the athlete to read the fresh angle and pivot a second time rather than assume safety after one exit. This adds decision-making (which way to pivot, whether the line is actually closed) and repeated pressure without adding speed or force beyond light_technical contact, so the pivot-as-escape behaviour is still what's being tested, just under a harder read.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_d8e00ec5d82684,drl_e0428b3066b8c2,A,False,"Partner walks forward on the same straight line at a slow, fixed pace (no strikes), stopping the instant the athlete plants outside the lead foot so the pivot-step combination can be checked and re-set before repeating. This removes speed and unpredictability but keeps the exact same two-part action — pivot then step — landing in the same outside-foot spot.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_fc3d334d4fd14e,drl_e0428b3066b8c2,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_8dda7e0c9590c6,drl_e0428b3066b8c2,C,False,"Partner advances but disguises the line with a shoulder feint or a half-step change of direction just before contact range, sometimes closing straight and sometimes angling to cut off the athlete's usual escape side, forcing the athlete to read the change and still produce a pivot-step combo (not just a step or just a pivot) that ends outside the lead foot. A light jab on the advance can be added so the angle cut must happen while managing incoming contact, but the finish position — outside the lead foot, both directions — must still be visibly present or the rep doesn't count.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_caf830bb09e746,drl_cae76c934d4067,A,False,"Same two markers, but the sequence is fixed and shown to the athlete before starting (e.g., ""always one-then-two"") instead of called live. This strips the pre-plan-blocking uncertainty so the athlete can groove the actual cut-reset-cut mechanics — footwork, weight transfer, re-establishing guard on the new angle — without also solving which marker comes next.",,none,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_b558991e45d6f1,drl_cae76c934d4067,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,none,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_8be6f585305f8a,drl_cae76c934d4067,C,False,"Three markers now in play, called in random order, and after the first cut the coach delays the second call by a beat (holding the athlete in the reset position before committing them again) or occasionally calls a decoy marker that gets cancelled mid-step. The athlete must still produce a clean, balanced angle change on real information rather than anticipating — if the delay or decoy causes them to false-step or drift instead of holding a controlled reset, the drill has failed even if they ""look busy.""",,none,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_2d3825bf910102,drl_d54f831b93ec55,A,False,"Partner enters on one fixed, announced line (straight in, same speed every rep) and stays static once the athlete reaches the pivot point — no cutting off the angle. A chalk line or cone marks the pivot arc so the athlete can see and feel the correct footwork landing outside the punching lane before contact resumes. This isolates the pivot-and-angle exit as a clean, repeatable shape without any read-and-react load.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_4d8f5d64ed3d28,drl_d54f831b93ec55,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
