organization_id,cue_id,drill_id,cue_text,cue_family,focus_type,evidence_note,source_ref
{{PPBF_ORG_ID}},cue_538ae598025d04,drl_7af719b3b85e94,Reset,Post Contact Reset,external,Cue wording is coaching craft. Evidence attaches to the cue CLASS; external focus is CONTESTED (CT-01).,Punxsy_Drill_Library_Source_v3.docx
{{PPBF_ORG_ID}},cue_3c2ec0864ebc88,drl_7af719b3b85e94,Back to shape,Post Contact Reset,external,Cue wording is coaching craft. Evidence attaches to the cue CLASS; external focus is CONTESTED (CT-01).,Punxsy_Drill_Library_Source_v3.docx
{{PPBF_ORG_ID}},cue_b7d22f0fcc10f0,drl_7af719b3b85e94,See first,Post Contact Reset,external,Cue wording is coaching craft. Evidence attaches to the cue CLASS; external focus is CONTESTED (CT-01).,Punxsy_Drill_Library_Source_v3.docx
{{PPBF_ORG_ID}},cue_54c34f4242d097,drl_7af719b3b85e94,"React right, not fast",Post Contact Reset,external,Cue wording is coaching craft. Evidence attaches to the cue CLASS; external focus is CONTESTED (CT-01).,Punxsy_Drill_Library_Source_v3.docx
{{PPBF_ORG_ID}},cue_192011c1ad5941,drl_0c72ef57315f70,Mess means leave,Chaos Recognition,external,Cue wording is coaching craft. Evidence attaches to the cue CLASS; external focus is CONTESTED (CT-01).,Punxsy_Drill_Library_Source_v3.docx
{{PPBF_ORG_ID}},cue_94033e4834c9e1,drl_0c72ef57315f70,Find the better spot,Chaos Recognition,external,Cue wording is coaching craft. Evidence attaches to the cue CLASS; external focus is CONTESTED (CT-01).,Punxsy_Drill_Library_Source_v3.docx
{{PPBF_ORG_ID}},cue_1fb59a5458ab51,drl_0c72ef57315f70,Do not solve chaos with chaos,Chaos Recognition,external,Cue wording is coaching craft. Evidence attaches to the cue CLASS; external focus is CONTESTED (CT-01).,Punxsy_Drill_Library_Source_v3.docx
{{PPBF_ORG_ID}},cue_cfa5156ea71d66,drl_0c72ef57315f70,Reset,Chaos Recognition,external,Cue wording is coaching craft. Evidence attaches to the cue CLASS; external focus is CONTESTED (CT-01).,Punxsy_Drill_Library_Source_v3.docx
{{PPBF_ORG_ID}},cue_dc35f1ca6fbc4f,drl_9de5719225a39c,"Stand like you're on train tracks, not a tightrope",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_1b26eed365796a,drl_9de5719225a39c,Split the floor 50/50 between your feet,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_9980becc07dbef,drl_9de5719225a39c,"Springs under your knees, not posts",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_224cc77a11ca63,drl_0485b7a8023ef4,"Stand like you're on train tracks, not a tightrope",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_8d576a49451609,drl_0485b7a8023ef4,Split the floor 50/50 between your feet,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_cc6454097c8460,drl_0485b7a8023ef4,"Springs under your knees, not posts",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_5201541a055715,drl_c256be2f4f5fab,"Stand like you're on train tracks, not a tightrope",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_9b8907f689e207,drl_c256be2f4f5fab,Split the floor 50/50 between your feet,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_5cfb365f2c2d5e,drl_c256be2f4f5fab,"Springs under your knees, not posts",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_0dca61b20c75f8,drl_43da0d1ce221fe,"Stand like you're on train tracks, not a tightrope",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_77c93690cb2376,drl_43da0d1ce221fe,Split the floor 50/50 between your feet,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_8c697000f77ae4,drl_43da0d1ce221fe,"Springs under your knees, not posts",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_dde3c8b731ba1d,drl_e3a1b88c8d90a6,"Stand like you're on train tracks, not a tightrope",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_08eda43ebe4955,drl_e3a1b88c8d90a6,Split the floor 50/50 between your feet,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_3d1c5338f027b2,drl_e3a1b88c8d90a6,"Springs under your knees, not posts",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_57b35b356eaead,drl_b761c27849920e,"Stand like you're on train tracks, not a tightrope",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_3a3c38d10fb685,drl_b761c27849920e,Split the floor 50/50 between your feet,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_e299effbcc04ee,drl_b761c27849920e,"Springs under your knees, not posts",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_8f006bde65592f,drl_7908566cc70d14,"Stand like you're on train tracks, not a tightrope",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_8c071672c60734,drl_7908566cc70d14,Split the floor 50/50 between your feet,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_2d6dd27f610d2e,drl_7908566cc70d14,"Springs under your knees, not posts",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_8bf2f6a4ed35d0,drl_105923e88c4fff,"Stand like you're on train tracks, not a tightrope",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_c2c920126c8622,drl_105923e88c4fff,Split the floor 50/50 between your feet,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_8378218eb1f438,drl_105923e88c4fff,"Springs under your knees, not posts",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_1b892be99100c4,drl_8590c60fd782a8,"Stand like you're on train tracks, not a tightrope",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_29307a29ef1b78,drl_8590c60fd782a8,Split the floor 50/50 between your feet,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_f286b5c3504be4,drl_8590c60fd782a8,"Springs under your knees, not posts",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_f9c0a00358444e,drl_f98704fda3b068,"Stand like you're on train tracks, not a tightrope",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_2dd5ff29373dc4,drl_f98704fda3b068,Split the floor 50/50 between your feet,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_e1589d07438a80,drl_f98704fda3b068,"Springs under your knees, not posts",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_1b46262e406ac6,drl_7e09f9990ea721,Rear glove glued to your cheekbone,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_98b67e3312be26,drl_7e09f9990ea721,Lead glove at eyebrow height,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_5b13216889269d,drl_7e09f9990ea721,Elbows in on the ribs like they're carrying something,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_eeb5ad0f8b5164,drl_d418eb017730d7,Rear glove glued to your cheekbone,conditioning,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_f0c9869fc0d823,drl_d418eb017730d7,Lead glove at eyebrow height,conditioning,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_2997959652b788,drl_d418eb017730d7,Elbows in on the ribs like they're carrying something,conditioning,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_74452859c20ae7,drl_01fa10cd503857,Rear glove glued to your cheekbone,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_830d00df77581c,drl_01fa10cd503857,Lead glove at eyebrow height,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_c943588b2662f9,drl_01fa10cd503857,Elbows in on the ribs like they're carrying something,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_e65703ffd9acd4,drl_f44b6b2f12ba97,Rear glove glued to your cheekbone,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_7caa7ade6ead3b,drl_f44b6b2f12ba97,Lead glove at eyebrow height,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_ec976b495beb8c,drl_f44b6b2f12ba97,Elbows in on the ribs like they're carrying something,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_758b96fc64c3ac,drl_b37c52526817b7,Push off the back foot like pushing a door shut,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_ac5304e804e272,drl_b37c52526817b7,Move around him like you're circling a table,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_adf22c71310d15,drl_b37c52526817b7,"Punch, then leave through the side door",footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_f2506355a2f05c,drl_4347e2c1a20806,Push off the back foot like pushing a door shut,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_c8b6374fe27a03,drl_4347e2c1a20806,Move around him like you're circling a table,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_71f5f16299579c,drl_4347e2c1a20806,"Punch, then leave through the side door",footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_cfc835538c064d,drl_d79b33ee316e09,Push off the back foot like pushing a door shut,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_98a40d195b4bd6,drl_d79b33ee316e09,Move around him like you're circling a table,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_9022144c993f0f,drl_d79b33ee316e09,"Punch, then leave through the side door",footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_1518ac80217c64,drl_1d6e36f12d7c87,Push off the back foot like pushing a door shut,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_8cede3f8daa57d,drl_1d6e36f12d7c87,Move around him like you're circling a table,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_1d474fb944415b,drl_1d6e36f12d7c87,"Punch, then leave through the side door",footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_3f2bce8405f49d,drl_087353a71f3b4e,Push off the back foot like pushing a door shut,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_2f296c47175c0b,drl_087353a71f3b4e,Move around him like you're circling a table,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_d320a0869d6971,drl_087353a71f3b4e,"Punch, then leave through the side door",footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_ee571d76410235,drl_c339eeabf109d4,Push off the back foot like pushing a door shut,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_d4b616cf1e2d97,drl_c339eeabf109d4,Move around him like you're circling a table,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_fd5da4536d813f,drl_c339eeabf109d4,"Punch, then leave through the side door",footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_eb86a0d165e691,drl_e0428b3066b8c2,Push off the back foot like pushing a door shut,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_bb31025010fd88,drl_e0428b3066b8c2,Move around him like you're circling a table,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_736351867a4911,drl_e0428b3066b8c2,"Punch, then leave through the side door",footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_16a0fc9abbeaec,drl_cae76c934d4067,Push off the back foot like pushing a door shut,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_2fed294987b30d,drl_cae76c934d4067,Move around him like you're circling a table,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_e93e6808c55fa0,drl_cae76c934d4067,"Punch, then leave through the side door",footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_7e1a0cf884ce82,drl_d54f831b93ec55,Push off the back foot like pushing a door shut,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_25d486cb626aa3,drl_d54f831b93ec55,Move around him like you're circling a table,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_400701c88ef2a1,drl_d54f831b93ec55,"Punch, then leave through the side door",footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_f29b022d7a92eb,drl_87f94622479ae5,Push off the back foot like pushing a door shut,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_e1a2448064bb1a,drl_87f94622479ae5,Move around him like you're circling a table,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_ca2f1751dc3f1f,drl_87f94622479ae5,"Punch, then leave through the side door",footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_069d7782d020b4,drl_e87143cad096a4,Push off the back foot like pushing a door shut,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_f904a2d122cf06,drl_e87143cad096a4,Move around him like you're circling a table,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_3124c1bad8e83a,drl_e87143cad096a4,"Punch, then leave through the side door",footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_a6b9ed55460ee5,drl_ff1c5f67a3635b,Push off the back foot like pushing a door shut,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_0a92d8cbe5d5ed,drl_ff1c5f67a3635b,Move around him like you're circling a table,footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_ef86f871f17057,drl_ff1c5f67a3635b,"Punch, then leave through the side door",footwork,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_cc2f562b5db30c,drl_47e30881c7b416,Push off the back foot like pushing a door shut,conditioning,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_9fa688790eafd5,drl_47e30881c7b416,Move around him like you're circling a table,conditioning,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_f2b8fd33069764,drl_47e30881c7b416,"Punch, then leave through the side door",conditioning,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_9bef461a690163,drl_160ff16df2a668,"Throw it at the target, not to the target",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_d0eac84a2cf935,drl_160ff16df2a668,Flick it out and pull it back like touching something hot,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_1e7fffed14a8c6,drl_160ff16df2a668,Land it as your lead foot lands,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_b52136364808fd,drl_a8fcfc8f0a4c63,"Throw it at the target, not to the target",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_1affb891ce2277,drl_a8fcfc8f0a4c63,Flick it out and pull it back like touching something hot,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_5d090f1e992be7,drl_a8fcfc8f0a4c63,Land it as your lead foot lands,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_7db3021d781234,drl_9994cbb4a19315,"Throw it at the target, not to the target",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_aac4c9ddaf0edb,drl_9994cbb4a19315,Flick it out and pull it back like touching something hot,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_deb3cac979432b,drl_9994cbb4a19315,Land it as your lead foot lands,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_f5dbef6d804cfd,drl_9b6c91030876ae,"Throw it at the target, not to the target",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_2eb07e58575908,drl_9b6c91030876ae,Flick it out and pull it back like touching something hot,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_9d4bbd5410a2b0,drl_9b6c91030876ae,Land it as your lead foot lands,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_0fd6c2392a4bf5,drl_15847de4920418,"Throw it at the target, not to the target",technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_b2132b487730d2,drl_15847de4920418,Flick it out and pull it back like touching something hot,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_2da81b0fd2cb19,drl_15847de4920418,Land it as your lead foot lands,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_8e39e2c9744ee2,drl_45d9662ee44c36,Turn the back hip like you're squashing a bug under the rear foot,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
{{PPBF_ORG_ID}},cue_279aba44275d3d,drl_45d9662ee44c36,Drive it from the floor up,technical,external,From verified cue library; evidence attaches to cue CLASS. External focus CONTESTED (CT-01).,coach_cue_and_feedback_library.csv
