organization_id,stop_rule_id,drill_id,ordinal,condition_text,scope,rule_kind
{{PPBF_ORG_ID}},stp_fbebb9ffa16f18,drl_2d0193a7c52e58,7,Stop when exit timing is erased by punch hunger.,drill_specific,coach_judgment
{{PPBF_ORG_ID}},stp_7c27ddbdbbaa4c,drl_2d0193a7c52e58,8,Stop when stance collapses on the second half of the sequence.,drill_specific,coach_judgment
{{PPBF_ORG_ID}},stp_e3008453ac92af,drl_08c95a746f83e9,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_bc9b1370bc7da6,drl_08c95a746f83e9,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_7df0666e056d5c,drl_08c95a746f83e9,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_a8c1e93f905fc9,drl_08c95a746f83e9,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_40069f40bf4aa2,drl_08c95a746f83e9,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_61261e9b4c6c17,drl_08c95a746f83e9,6,Stop when movement becomes a chase pattern.,drill_specific,coach_judgment
{{PPBF_ORG_ID}},stp_28c2b7e1ba3378,drl_08c95a746f83e9,7,Stop when the athlete cannot stay calm under repeated retreat.,drill_specific,coach_judgment
{{PPBF_ORG_ID}},stp_a7b699795d7493,drl_08c95a746f83e9,8,Stop when pressure quality drops into running and reaching.,drill_specific,technique_degradation
{{PPBF_ORG_ID}},stp_5d892ba3fa847b,drl_7af719b3b85e94,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_5eda64badbd142,drl_7af719b3b85e94,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_6c96a810feb064,drl_7af719b3b85e94,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_5689135d316bdb,drl_7af719b3b85e94,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_853ab327751823,drl_7af719b3b85e94,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_9d548808d39c1f,drl_7af719b3b85e94,6,Stop when every contact triggers emotional re-entry.,drill_specific,coach_judgment
{{PPBF_ORG_ID}},stp_9bdd345a91ffbe,drl_7af719b3b85e94,7,Stop when reset posture disappears under fatigue.,drill_specific,fatigue
{{PPBF_ORG_ID}},stp_418fcb45339ac1,drl_7af719b3b85e94,8,Stop when the athlete cannot recover eyes and feet before acting.,drill_specific,coach_judgment
{{PPBF_ORG_ID}},stp_866fd924155e18,drl_0c72ef57315f70,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_e4ffc24c88c7f9,drl_0c72ef57315f70,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_f60dde6d4d364f,drl_0c72ef57315f70,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_5d57db544d0e0c,drl_0c72ef57315f70,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_898b6ecb6927b2,drl_0c72ef57315f70,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_98d2dee2fa8035,drl_0c72ef57315f70,6,Stop when the room starts enjoying the mess more than the correction.,drill_specific,coach_judgment
{{PPBF_ORG_ID}},stp_40ea09f11df0dd,drl_0c72ef57315f70,7,Stop when the athlete repeatedly fights through disorder instead of recognizing it.,drill_specific,coach_judgment
{{PPBF_ORG_ID}},stp_7901177546479c,drl_0c72ef57315f70,8,Stop when fatigue blurs the difference between controlled live work and random chaos.,drill_specific,fatigue
{{PPBF_ORG_ID}},stp_e5bbf4368f34f9,drl_9de5719225a39c,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_77429b6f2b65bc,drl_9de5719225a39c,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_0b161dec69e719,drl_9de5719225a39c,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_18f83c1dd4527b,drl_9de5719225a39c,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_2bf88f97b1343e,drl_9de5719225a39c,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_3042b470b40e91,drl_0485b7a8023ef4,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_acc51327d419d4,drl_0485b7a8023ef4,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_7c56427df6bf8d,drl_0485b7a8023ef4,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_24e6f530da3499,drl_0485b7a8023ef4,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_956c3e5291084a,drl_0485b7a8023ef4,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_1819c4531cff91,drl_c256be2f4f5fab,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_e9341f4c367e26,drl_c256be2f4f5fab,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_362bfc5fd2baf6,drl_c256be2f4f5fab,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_ce09043ea2ac13,drl_c256be2f4f5fab,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_650ca528770f77,drl_c256be2f4f5fab,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_8568ce2191e4e0,drl_43da0d1ce221fe,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_6ac35ed9487f85,drl_43da0d1ce221fe,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_a48bc56e8ae182,drl_43da0d1ce221fe,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_ed2f2a28b8c539,drl_43da0d1ce221fe,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_f4210d7f97cefd,drl_43da0d1ce221fe,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_c3bc906f5ef477,drl_e3a1b88c8d90a6,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_15f3db43f51578,drl_e3a1b88c8d90a6,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_45b0e6937bb8d5,drl_e3a1b88c8d90a6,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_729d66893c7859,drl_e3a1b88c8d90a6,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_cd2cb56c008a30,drl_e3a1b88c8d90a6,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_08be6be791931b,drl_b761c27849920e,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_e141d56656e129,drl_b761c27849920e,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_87a4c2bc240798,drl_b761c27849920e,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_2b9238d23cb42b,drl_b761c27849920e,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_2d5718e3b93bf5,drl_b761c27849920e,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_f77be7514b035f,drl_7908566cc70d14,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_edbcf2f3910a0c,drl_7908566cc70d14,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_666b19fe3c1407,drl_7908566cc70d14,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_6c969550431ee0,drl_7908566cc70d14,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_f909aacfd20b35,drl_7908566cc70d14,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_6232e2077c4ddd,drl_105923e88c4fff,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_e592bea588e8a9,drl_105923e88c4fff,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_95564da631ee1e,drl_105923e88c4fff,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_a01cf557c22bdb,drl_105923e88c4fff,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_64fd7b06cac270,drl_105923e88c4fff,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_ae4d3e697833b1,drl_8590c60fd782a8,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_f0c30af57bcc61,drl_8590c60fd782a8,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_c4cc43ccd6620e,drl_8590c60fd782a8,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_5dbd61a7b46fac,drl_8590c60fd782a8,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_29c646f00e3a4d,drl_8590c60fd782a8,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_477bc8c6f87e95,drl_f98704fda3b068,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_1e82318e086559,drl_f98704fda3b068,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_66b8db5ab75be7,drl_f98704fda3b068,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_a2251fbc9b6ac5,drl_f98704fda3b068,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_401b09cacabf18,drl_f98704fda3b068,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_737dbae4cf1933,drl_7e09f9990ea721,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_bcece8978a9eb7,drl_7e09f9990ea721,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_bd7c165da3a751,drl_7e09f9990ea721,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_86e9fa4bdf09ee,drl_7e09f9990ea721,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_08e4f4298344f2,drl_7e09f9990ea721,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_ed492393348890,drl_d418eb017730d7,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_91a6a3426fa0ff,drl_d418eb017730d7,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_3086093c4030c5,drl_d418eb017730d7,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_e6dd94839566ee,drl_d418eb017730d7,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_4515aee79bfe89,drl_d418eb017730d7,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_b03226a13b2be0,drl_01fa10cd503857,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_e97ae0e281e677,drl_01fa10cd503857,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_f8232d29aca3e7,drl_01fa10cd503857,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_225c1c18f26f57,drl_01fa10cd503857,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_285b6d7008a2b7,drl_01fa10cd503857,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_c1168676649491,drl_f44b6b2f12ba97,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_a04fb997ceee97,drl_f44b6b2f12ba97,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_e450df42055671,drl_f44b6b2f12ba97,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_82b5f02c99ffc0,drl_f44b6b2f12ba97,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_3bc84e1fb3fdd0,drl_f44b6b2f12ba97,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_db9bbbbdd978c4,drl_b37c52526817b7,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_221f9767f3165e,drl_b37c52526817b7,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_ae1e1432fcc6cd,drl_b37c52526817b7,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_4252d529a03461,drl_b37c52526817b7,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_904d83769e5ad0,drl_b37c52526817b7,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_a13eb018f179e8,drl_4347e2c1a20806,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_03a56e89ba7867,drl_4347e2c1a20806,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_6ee0531b1cdf8e,drl_4347e2c1a20806,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_e68a75094b7f2c,drl_4347e2c1a20806,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_13656a5d3bed28,drl_4347e2c1a20806,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_18c1427f68b0d2,drl_d79b33ee316e09,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_0c68ce4e266451,drl_d79b33ee316e09,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_aed94aea600a29,drl_d79b33ee316e09,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_66f7cd4e584324,drl_d79b33ee316e09,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_5e9edaaa9ba8c8,drl_d79b33ee316e09,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_26f489593fb635,drl_1d6e36f12d7c87,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_a2366325aef93f,drl_1d6e36f12d7c87,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_6642ad15f9bc32,drl_1d6e36f12d7c87,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_5ef7774bf338a9,drl_1d6e36f12d7c87,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_e0dac1657a4fb5,drl_1d6e36f12d7c87,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_25a9da503de558,drl_087353a71f3b4e,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_9b8dec01473f79,drl_087353a71f3b4e,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_7fccd55e3503d3,drl_087353a71f3b4e,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_92f4bb1d1ac27c,drl_087353a71f3b4e,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_8f98667d0be306,drl_087353a71f3b4e,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_756f3e2f3222c0,drl_c339eeabf109d4,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_1c4753b0b3eff5,drl_c339eeabf109d4,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_2e3beca6b60308,drl_c339eeabf109d4,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_65a5e763ddfc00,drl_c339eeabf109d4,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_2ecedb491ff783,drl_c339eeabf109d4,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_d8279c5cda678b,drl_e0428b3066b8c2,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_87472cea007dbc,drl_e0428b3066b8c2,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_7d4206d0ffd2e7,drl_e0428b3066b8c2,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_769742cf7b63f3,drl_e0428b3066b8c2,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_c23195aa7aeeaa,drl_e0428b3066b8c2,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_8d4fd244ec5467,drl_cae76c934d4067,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_5db61b046f75df,drl_cae76c934d4067,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_697b18e4c22de1,drl_cae76c934d4067,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_3d53cbbcdaa749,drl_cae76c934d4067,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_75c397f60670c1,drl_cae76c934d4067,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_c129351cdb0c00,drl_d54f831b93ec55,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_02be0968f09820,drl_d54f831b93ec55,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_9be5b5751a68c6,drl_d54f831b93ec55,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_1ce502eaa0a0f3,drl_d54f831b93ec55,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_6de2d51031804e,drl_d54f831b93ec55,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_7306b42a145ea8,drl_87f94622479ae5,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_6969df50db6983,drl_87f94622479ae5,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_4ff407caa0495f,drl_87f94622479ae5,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_20ff009de540f6,drl_87f94622479ae5,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_de8d499474795e,drl_87f94622479ae5,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_54e4150e544b3e,drl_e87143cad096a4,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_e61cccbd718954,drl_e87143cad096a4,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_3b446477000195,drl_e87143cad096a4,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_d58da99a935c11,drl_e87143cad096a4,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_1660f852a478d7,drl_e87143cad096a4,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_3f162188d6d81f,drl_ff1c5f67a3635b,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_6fc660f6e0310d,drl_ff1c5f67a3635b,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_45d8b5ac75e538,drl_ff1c5f67a3635b,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_e04d35871ceab6,drl_ff1c5f67a3635b,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_5afd216296559f,drl_ff1c5f67a3635b,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_da461d15716ae2,drl_47e30881c7b416,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_8dfb1484671463,drl_47e30881c7b416,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_8e75f223dae6fa,drl_47e30881c7b416,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_18c1c2f14023b0,drl_47e30881c7b416,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_d1b01fef77837f,drl_47e30881c7b416,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_594c85511c2443,drl_160ff16df2a668,1,Stop when chasing replaces positioning.,universal,intent_drift
{{PPBF_ORG_ID}},stp_821fed65c6e345,drl_160ff16df2a668,2,Stop when the athlete is practicing the exact failure pattern the drill was meant to remove.,universal,technique_degradation
{{PPBF_ORG_ID}},stp_9c7d3a61dcf5d1,drl_160ff16df2a668,3,Stop when coaching language becomes too long to be usable.,universal,intent_drift
{{PPBF_ORG_ID}},stp_4c2d5724375119,drl_160ff16df2a668,4,Stop when fatigue breaks decision quality and the room is no longer learning the right lesson.,universal,fatigue
{{PPBF_ORG_ID}},stp_58a2a8e2d9073f,drl_160ff16df2a668,5,Stop when assistant coaches cannot identify what the drill is for.,universal,coach_judgment
{{PPBF_ORG_ID}},stp_73bfa16c7e0b5b,drl_a8fcfc8f0a4c63,1,Stop when chasing replaces positioning.,universal,intent_drift
